;time;be_de;be_fr;de_fr
0;20200101_0000;0.0;255.8;255.8
1;20200101_0100;0.0;283.9;294.5
2;20200101_0200;0.0;294.3;303.0
3;20200101_0300;0.0;298.3;314.3
4;20200101_0400;0.0;281.7;305.6
5;20200101_0500;0.0;201.6;286.7
6;20200101_0600;0.0;234.9;234.9
7;20200101_0700;0.0;254.1;254.1
8;20200101_0800;0.0;358.3;358.3
9;20200101_0900;0.0;473.7;473.7
10;20200101_1000;357.1;472.8;472.8
11;20200101_1100;418.3;361.0;361.0
12;20200101_1200;407.5;261.0;261.0
13;20200101_1300;427.3;158.3;158.3
14;20200101_1400;445.5;41.7;41.7
15;20200101_1500;0.0;0.0;0.0
16;20200101_1600;481.9;70.9;70.9
17;20200101_1700;0.0;0.0;0.0
18;20200101_1800;292.6;24.7;24.7
19;20200101_1900;0.0;0.0;0.0
20;20200101_2000;383.9;86.2;86.2
21;20200101_2100;0.0;0.0;0.0
22;20200101_2200;153.4;27.9;27.9
23;20200101_2300;173.3;19.1;19.1
24;20200102_0000;126.4;21.4;21.4
25;20200102_0100;114.3;0.0;0.0
26;20200102_0200;137.3;12.5;12.5
27;20200102_0300;139.2;10.7;10.7
28;20200102_0400;57.5;2.7;2.7
29;20200102_0500;34.8;56.0;56.0
30;20200102_0600;20.5;81.6;81.6
31;20200102_0700;12.7;195.6;286.5
32;20200102_0800;0.0;284.0;378.3
33;20200102_0900;0.0;0.0;465.9
34;20200102_1000;0.0;0.0;478.0
35;20200102_1100;0.0;0.0;599.8
36;20200102_1200;0.0;240.4;623.3
37;20200102_1300;0.0;252.3;448.9
38;20200102_1400;0.0;213.2;259.2
39;20200102_1500;0.0;154.8;189.8
40;20200102_1600;6.7;8.4;8.4
41;20200102_1700;187.2;83.4;83.4
42;20200102_1800;193.2;19.0;19.0
43;20200102_1900;99.1;23.0;23.0
44;20200102_2000;20.6;57.2;57.2
45;20200102_2100;0.0;105.7;105.7
46;20200102_2200;0.0;150.3;150.3
47;20200102_2300;0.0;200.3;246.7
48;20200103_0000;0.0;206.7;277.1
49;20200103_0100;0.0;260.4;289.1
50;20200103_0200;0.0;289.5;297.2
51;20200103_0300;0.0;306.0;315.0
52;20200103_0400;0.0;277.6;285.8
53;20200103_0500;0.0;258.2;282.0
54;20200103_0600;0.0;222.4;235.4
55;20200103_0700;0.0;173.7;605.1
56;20200103_0800;0.0;264.5;735.5
57;20200103_0900;0.0;271.4;728.6
58;20200103_1000;19.0;184.8;651.1
59;20200103_1100;13.5;13.5;723.1
60;20200103_1200;0.0;408.3;493.2
61;20200103_1300;306.0;206.0;206.0
62;20200103_1400;0.0;381.7;405.2
63;20200103_1500;170.9;269.0;269.0
64;20200103_1600;339.4;85.0;85.0
65;20200103_1700;0.0;0.0;0.0
66;20200103_1800;0.0;0.0;0.0
67;20200103_1900;321.2;0.0;0.0
68;20200103_2000;325.8;0.0;0.0
69;20200103_2100;0.0;0.0;0.0
70;20200103_2200;274.7;0.0;0.0
71;20200103_2300;229.9;18.1;18.1
72;20200104_0000;294.1;18.2;18.2
73;20200104_0100;320.0;36.8;36.8
74;20200104_0200;332.9;51.3;51.3
75;20200104_0300;338.4;57.5;57.5
76;20200104_0400;442.2;15.1;15.1
77;20200104_0500;0.0;0.0;0.0
78;20200104_0600;0.0;0.0;0.0
79;20200104_0700;416.8;171.0;171.0
80;20200104_0800;485.1;277.1;277.1
81;20200104_0900;453.1;400.7;400.7
82;20200104_1000;260.0;500.0;500.0
83;20200104_1100;119.7;500.0;500.0
84;20200104_1200;364.7;237.4;237.4
85;20200104_1300;0.0;500.0;500.0
86;20200104_1400;0.0;455.9;496.1
87;20200104_1500;0.0;397.0;407.0
88;20200104_1600;364.1;147.5;147.5
89;20200104_1700;344.2;88.7;88.7
90;20200104_1800;280.8;151.7;151.7
91;20200104_1900;0.0;209.0;209.0
92;20200104_2000;0.0;206.4;206.4
93;20200104_2100;0.0;187.4;230.6
94;20200104_2200;0.0;244.9;244.9
95;20200104_2300;0.0;250.1;250.1
96;20200105_0000;0.0;292.2;292.2
97;20200105_0100;0.0;309.9;309.9
98;20200105_0200;0.0;317.6;317.6
99;20200105_0300;0.0;330.4;330.4
100;20200105_0400;0.0;317.2;343.7
101;20200105_0500;0.0;322.8;344.5
102;20200105_0600;0.0;321.2;321.2
103;20200105_0700;0.0;156.8;726.8
104;20200105_0800;64.3;64.3;415.2
105;20200105_0900;0.0;293.9;706.1
106;20200105_1000;12.3;382.8;617.2
107;20200105_1100;0.0;317.3;584.4
108;20200105_1200;0.0;396.6;525.8
109;20200105_1300;0.0;463.6;496.0
110;20200105_1400;190.4;500.0;500.0
111;20200105_1500;0.0;398.8;446.1
112;20200105_1600;361.5;292.8;292.8
113;20200105_1700;289.6;170.7;170.7
114;20200105_1800;373.0;105.8;105.8
115;20200105_1900;353.2;118.8;118.8
116;20200105_2000;224.2;91.4;91.4
117;20200105_2100;205.2;115.0;115.0
118;20200105_2200;38.3;237.9;237.9
119;20200105_2300;0.0;255.9;328.3
120;20200106_0000;0.0;295.6;295.6
121;20200106_0100;0.0;316.8;318.3
122;20200106_0200;0.0;332.6;332.6
123;20200106_0300;0.0;340.4;340.4
124;20200106_0400;0.0;318.4;318.4
125;20200106_0500;0.0;254.9;257.8
126;20200106_0600;0.0;222.3;249.9
127;20200106_0700;0.0;286.9;460.3
128;20200106_0800;0.0;0.0;779.4
129;20200106_0900;0.0;243.3;756.7
130;20200106_1000;0.0;264.5;735.5
131;20200106_1100;0.0;279.4;720.6
132;20200106_1200;0.0;0.0;718.9
133;20200106_1300;0.0;348.4;541.1
134;20200106_1400;0.0;157.8;748.0
135;20200106_1500;0.0;289.7;328.7
136;20200106_1600;38.0;134.9;134.9
137;20200106_1700;164.0;6.1;6.1
138;20200106_1800;120.1;82.1;82.1
139;20200106_1900;60.0;45.0;45.0
140;20200106_2000;104.0;141.6;141.6
141;20200106_2100;0.0;198.8;198.8
142;20200106_2200;0.0;130.6;303.4
143;20200106_2300;0.0;210.9;269.3
144;20200107_0000;0.0;260.1;291.7
145;20200107_0100;0.0;274.1;346.6
146;20200107_0200;0.0;264.7;377.6
147;20200107_0300;0.0;274.3;378.2
148;20200107_0400;0.0;303.4;343.3
149;20200107_0500;0.0;250.2;306.6
150;20200107_0600;0.0;121.3;370.6
151;20200107_0700;0.0;0.0;661.2
152;20200107_0800;0.0;0.0;610.2
153;20200107_0900;0.0;237.7;762.3
154;20200107_1000;0.0;263.9;736.1
155;20200107_1100;0.0;279.8;720.2
156;20200107_1200;0.0;0.0;329.8
157;20200107_1300;0.0;39.6;727.8
158;20200107_1400;0.0;195.1;745.6
159;20200107_1500;0.0;178.4;443.4
160;20200107_1600;0.0;197.1;207.2
161;20200107_1700;0.0;140.7;140.7
162;20200107_1800;0.0;200.2;200.2
163;20200107_1900;23.2;173.4;173.4
164;20200107_2000;0.0;194.3;194.3
165;20200107_2100;0.0;199.3;199.3
166;20200107_2200;0.0;194.7;255.9
167;20200107_2300;0.0;235.0;253.3
168;20200108_0000;0.0;241.6;299.0
169;20200108_0100;0.0;280.0;299.4
170;20200108_0200;0.0;268.0;285.5
171;20200108_0300;0.0;286.5;286.5
172;20200108_0400;157.2;374.2;374.2
173;20200108_0500;288.2;413.4;416.1
174;20200108_0600;244.0;336.2;336.2
175;20200108_0700;0.0;371.7;371.7
176;20200108_0800;0.0;253.6;632.4
177;20200108_0900;233.4;488.9;511.1
178;20200108_1000;0.0;353.7;646.3
179;20200108_1100;0.0;287.1;712.9
180;20200108_1200;0.0;0.0;749.7
181;20200108_1300;281.7;435.0;565.0
182;20200108_1400;0.0;249.2;732.2
183;20200108_1500;0.0;218.9;463.8
184;20200108_1600;0.0;210.0;210.0
185;20200108_1700;0.0;200.9;200.9
186;20200108_1800;0.0;193.4;193.4
187;20200108_1900;0.0;193.9;193.9
188;20200108_2000;0.0;195.9;195.9
189;20200108_2100;0.0;197.8;197.8
190;20200108_2200;0.0;188.0;239.5
191;20200108_2300;0.0;217.3;267.1
192;20200109_0000;0.0;259.4;271.8
193;20200109_0100;0.0;280.9;351.0
194;20200109_0200;0.0;281.3;359.0
195;20200109_0300;0.0;292.0;351.2
196;20200109_0400;0.0;319.2;320.5
197;20200109_0500;0.0;228.4;313.7
198;20200109_0600;0.0;249.2;249.2
199;20200109_0700;0.0;344.2;421.0
200;20200109_0800;0.0;381.9;518.9
201;20200109_0900;0.0;436.5;493.4
202;20200109_1000;417.2;255.0;255.0
203;20200109_1100;152.7;500.0;500.0
204;20200109_1200;140.3;500.0;500.0
205;20200109_1300;428.9;384.0;384.0
206;20200109_1400;482.9;265.8;265.8
207;20200109_1500;467.2;95.0;95.0
208;20200109_1600;0.0;0.0;0.0
209;20200109_1700;0.0;0.0;0.0
210;20200109_1800;272.3;0.0;0.0
211;20200109_1900;278.0;27.1;27.1
212;20200109_2000;249.2;9.9;9.9
213;20200109_2100;19.8;78.9;78.9
214;20200109_2200;0.0;133.7;133.7
215;20200109_2300;0.0;237.1;254.3
216;20200110_0000;0.0;272.9;272.9
217;20200110_0100;0.0;287.2;287.2
218;20200110_0200;0.0;298.9;298.9
219;20200110_0300;0.0;281.5;281.5
220;20200110_0400;0.0;239.4;258.5
221;20200110_0500;0.0;226.9;267.8
222;20200110_0600;0.0;244.4;246.2
223;20200110_0700;0.0;287.0;444.8
224;20200110_0800;0.0;246.1;753.9
225;20200110_0900;0.0;273.9;726.1
226;20200110_1000;0.0;0.0;756.7
227;20200110_1100;0.0;0.0;740.8
228;20200110_1200;0.0;305.8;694.2
229;20200110_1300;0.0;307.8;692.2
230;20200110_1400;0.0;0.0;304.9
231;20200110_1500;0.0;217.5;259.2
232;20200110_1600;36.9;11.3;11.3
233;20200110_1700;142.8;74.6;74.6
234;20200110_1800;75.2;59.5;59.5
235;20200110_1900;56.5;109.3;109.3
236;20200110_2000;52.3;117.3;117.3
237;20200110_2100;58.3;177.6;177.6
238;20200110_2200;0.0;152.7;152.7
239;20200110_2300;50.1;199.3;231.3
240;20200111_0000;0.0;196.9;196.9
241;20200111_0100;50.3;159.2;185.8
242;20200111_0200;76.1;158.9;178.2
243;20200111_0300;0.0;233.7;252.7
244;20200111_0400;108.1;215.9;216.3
245;20200111_0500;95.8;188.2;188.2
246;20200111_0600;389.3;119.6;119.6
247;20200111_0700;422.6;126.3;126.3
248;20200111_0800;413.5;9.2;9.2
249;20200111_0900;497.9;22.8;22.8
250;20200111_1000;0.0;0.0;0.0
251;20200111_1100;0.0;0.0;0.0
252;20200111_1200;530.9;76.8;76.8
253;20200111_1300;481.4;147.4;147.4
254;20200111_1400;463.4;190.6;190.6
255;20200111_1500;427.2;143.3;143.3
256;20200111_1600;261.0;35.5;35.5
257;20200111_1700;319.4;27.9;27.9
258;20200111_1800;241.5;4.1;4.1
259;20200111_1900;238.5;125.7;125.7
260;20200111_2000;50.7;180.6;180.6
261;20200111_2100;68.8;226.0;226.0
262;20200111_2200;0.0;230.8;230.8
263;20200111_2300;0.0;207.5;228.1
264;20200112_0000;0.0;214.4;264.3
265;20200112_0100;0.0;238.3;274.6
266;20200112_0200;0.0;252.8;286.8
267;20200112_0300;0.0;265.8;313.7
268;20200112_0400;0.0;276.5;305.7
269;20200112_0500;0.0;286.5;288.0
270;20200112_0600;0.0;267.7;269.6
271;20200112_0700;0.0;306.8;693.2
272;20200112_0800;96.9;96.9;626.6
273;20200112_0900;272.0;458.3;541.7
274;20200112_1000;226.7;198.6;198.6
275;20200112_1100;246.9;229.5;229.5
276;20200112_1200;0.0;435.8;509.1
277;20200112_1300;8.4;461.8;538.2
278;20200112_1400;35.6;471.6;528.4
279;20200112_1500;0.0;442.9;509.8
280;20200112_1600;84.0;66.0;66.0
281;20200112_1700;275.8;24.3;24.3
282;20200112_1800;285.4;0.0;0.0
283;20200112_1900;283.4;48.0;48.0
284;20200112_2000;304.7;80.5;80.5
285;20200112_2100;278.7;55.9;55.9
286;20200112_2200;217.3;94.0;94.0
287;20200112_2300;216.1;90.9;90.9
288;20200113_0000;144.9;195.5;195.5
289;20200113_0100;90.3;306.1;306.1
290;20200113_0200;142.3;328.8;328.8
291;20200113_0300;0.0;301.5;301.5
292;20200113_0400;0.0;291.8;291.8
293;20200113_0500;144.6;300.9;300.9
294;20200113_0600;366.9;64.3;64.3
295;20200113_0700;327.5;206.2;206.2
296;20200113_0800;367.1;308.8;308.8
297;20200113_0900;442.0;373.1;373.1
298;20200113_1000;446.6;388.3;388.3
299;20200113_1100;437.9;384.6;384.6
300;20200113_1200;185.9;390.3;390.3
301;20200113_1300;315.6;374.4;374.4
302;20200113_1400;61.1;372.9;372.9
303;20200113_1500;203.3;236.5;236.5
304;20200113_1600;338.4;16.2;16.2
305;20200113_1700;234.3;26.7;26.7
306;20200113_1800;266.3;102.3;102.3
307;20200113_1900;188.4;167.1;167.1
308;20200113_2000;0.0;224.2;224.2
309;20200113_2100;0.0;213.7;213.7
310;20200113_2200;0.0;231.5;231.5
311;20200113_2300;0.0;224.9;244.3
312;20200114_0000;0.0;235.5;259.5
313;20200114_0100;0.0;292.7;292.7
314;20200114_0200;0.0;304.0;304.0
315;20200114_0300;0.0;315.0;315.0
316;20200114_0400;0.0;314.6;335.8
317;20200114_0500;0.0;178.2;351.8
318;20200114_0600;0.0;249.0;249.0
319;20200114_0700;0.0;305.2;426.9
320;20200114_0800;0.0;0.0;737.0
321;20200114_0900;0.0;0.0;789.8
322;20200114_1000;0.0;228.3;771.7
323;20200114_1100;0.0;0.0;753.2
324;20200114_1200;0.0;0.0;392.7
325;20200114_1300;290.1;443.0;557.0
326;20200114_1400;43.7;338.9;475.6
327;20200114_1500;0.0;330.7;347.8
328;20200114_1600;251.8;76.0;76.0
329;20200114_1700;235.8;15.4;15.4
330;20200114_1800;0.0;0.0;0.0
331;20200114_1900;303.1;98.6;98.6
332;20200114_2000;0.0;0.0;0.0
333;20200114_2100;396.5;113.9;113.9
334;20200114_2200;351.6;22.3;22.3
335;20200114_2300;295.7;76.2;76.2
336;20200115_0000;210.5;55.6;55.6
337;20200115_0100;242.9;109.9;109.9
338;20200115_0200;113.6;197.0;213.6
339;20200115_0300;87.8;200.7;200.7
340;20200115_0400;185.1;200.4;200.4
341;20200115_0500;534.2;204.7;204.7
342;20200115_0600;430.1;81.4;81.4
343;20200115_0700;56.8;378.3;378.3
344;20200115_0800;0.0;487.1;487.1
345;20200115_0900;114.2;460.1;460.1
346;20200115_1000;366.7;332.0;332.0
347;20200115_1100;436.1;272.6;272.6
348;20200115_1200;437.3;257.6;257.6
349;20200115_1300;427.1;305.6;305.6
350;20200115_1400;471.7;157.1;157.1
351;20200115_1500;438.9;121.2;121.2
352;20200115_1600;374.7;10.5;10.5
353;20200115_1700;228.5;30.5;30.5
354;20200115_1800;205.7;73.0;73.0
355;20200115_1900;286.2;29.3;29.3
356;20200115_2000;389.9;137.4;137.4
357;20200115_2100;383.2;63.5;63.5
358;20200115_2200;327.5;139.8;139.8
359;20200115_2300;298.6;61.2;61.2
360;20200116_0000;283.1;26.6;26.6
361;20200116_0100;347.1;85.4;85.4
362;20200116_0200;372.7;169.7;169.7
363;20200116_0300;400.4;194.7;194.7
364;20200116_0400;387.9;164.6;164.6
365;20200116_0500;379.9;190.2;190.2
366;20200116_0600;456.5;115.5;115.5
367;20200116_0700;0.0;245.6;245.6
368;20200116_0800;0.0;332.3;332.3
369;20200116_0900;0.0;439.2;439.2
370;20200116_1000;212.1;263.9;263.9
371;20200116_1100;0.0;500.0;500.0
372;20200116_1200;317.5;223.8;223.8
373;20200116_1300;250.3;218.8;218.8
374;20200116_1400;313.3;302.8;302.8
375;20200116_1500;279.1;427.8;427.8
376;20200116_1600;338.5;166.0;166.0
377;20200116_1700;306.8;59.4;59.4
378;20200116_1800;321.3;113.4;113.4
379;20200116_1900;121.0;197.0;197.0
380;20200116_2000;0.0;205.3;205.3
381;20200116_2100;0.0;215.2;215.2
382;20200116_2200;0.0;209.0;209.0
383;20200116_2300;0.0;214.2;272.2
384;20200117_0000;0.0;229.0;259.3
385;20200117_0100;0.0;274.8;277.1
386;20200117_0200;0.0;275.3;302.7
387;20200117_0300;0.0;301.7;302.3
388;20200117_0400;0.0;287.9;294.2
389;20200117_0500;0.0;200.2;286.7
390;20200117_0600;0.0;232.9;249.0
391;20200117_0700;0.0;352.8;352.8
392;20200117_0800;0.0;190.4;678.0
393;20200117_0900;0.0;280.5;719.5
394;20200117_1000;0.0;334.6;665.4
395;20200117_1100;0.0;288.2;711.8
396;20200117_1200;0.0;0.0;273.7
397;20200117_1300;0.0;0.0;677.6
398;20200117_1400;0.0;0.0;629.2
399;20200117_1500;0.0;0.0;702.7
400;20200117_1600;0.0;202.5;202.5
401;20200117_1700;14.6;148.5;148.5
402;20200117_1800;38.4;131.3;131.3
403;20200117_1900;19.3;136.7;137.4
404;20200117_2000;32.6;92.1;92.1
405;20200117_2100;1.7;124.1;124.1
406;20200117_2200;40.3;149.0;149.0
407;20200117_2300;0.0;228.0;241.7
408;20200118_0000;0.0;221.5;264.6
409;20200118_0100;34.0;178.1;247.7
410;20200118_0200;23.7;154.9;197.1
411;20200118_0300;0.0;135.9;135.9
412;20200118_0400;0.0;94.0;142.5
413;20200118_0500;0.0;100.1;116.9
414;20200118_0600;134.0;94.8;94.8
415;20200118_0700;0.0;315.7;317.8
416;20200118_0800;0.0;69.9;700.3
417;20200118_0900;65.5;491.9;506.1
418;20200118_1000;0.0;500.0;500.0
419;20200118_1100;0.0;500.0;500.0
420;20200118_1200;359.4;285.7;285.7
421;20200118_1300;373.0;314.9;314.9
422;20200118_1400;377.7;366.9;366.9
423;20200118_1500;411.8;172.5;172.5
424;20200118_1600;0.0;0.0;0.0
425;20200118_1700;312.3;33.5;33.5
426;20200118_1800;299.3;42.9;42.9
427;20200118_1900;319.5;60.2;60.2
428;20200118_2000;0.0;0.0;0.0
429;20200118_2100;324.8;29.1;29.1
430;20200118_2200;0.0;0.0;0.0
431;20200118_2300;0.0;0.0;0.0
432;20200119_0000;0.0;0.0;0.0
433;20200119_0100;390.7;3.4;3.4
434;20200119_0200;402.1;10.0;10.0
435;20200119_0300;421.5;26.3;26.3
436;20200119_0400;417.6;23.9;23.9
437;20200119_0500;452.7;66.2;66.2
438;20200119_0600;385.6;16.7;16.7
439;20200119_0700;455.3;324.0;324.0
440;20200119_0800;358.9;500.0;500.0
441;20200119_0900;342.0;500.0;500.0
442;20200119_1000;224.3;500.0;500.0
443;20200119_1100;203.5;500.0;500.0
444;20200119_1200;300.9;500.0;500.0
445;20200119_1300;182.8;500.0;500.0
446;20200119_1400;411.0;383.1;383.1
447;20200119_1500;439.8;152.7;152.7
448;20200119_1600;0.0;0.0;0.0
449;20200119_1700;0.0;0.0;0.0
450;20200119_1800;0.0;0.0;0.0
451;20200119_1900;0.0;0.0;0.0
452;20200119_2000;329.7;59.3;59.3
453;20200119_2100;301.9;0.0;0.0
454;20200119_2200;128.9;51.8;51.8
455;20200119_2300;104.0;100.7;100.7
456;20200120_0000;229.2;236.0;236.0
457;20200120_0100;169.2;221.8;221.8
458;20200120_0200;159.5;157.5;157.5
459;20200120_0300;166.2;163.6;163.6
460;20200120_0400;113.2;197.5;197.5
461;20200120_0500;47.9;213.2;213.2
462;20200120_0600;397.8;139.3;139.3
463;20200120_0700;0.0;342.0;342.0
464;20200120_0800;56.9;487.2;487.2
465;20200120_0900;177.4;454.5;454.5
466;20200120_1000;112.9;500.0;500.0
467;20200120_1100;357.4;426.7;426.7
468;20200120_1200;445.7;341.7;341.7
469;20200120_1300;452.7;270.7;270.7
470;20200120_1400;481.9;165.3;165.3
471;20200120_1500;418.5;33.9;33.9
472;20200120_1600;0.0;0.0;0.0
473;20200120_1700;0.0;0.0;0.0
474;20200120_1800;0.0;0.0;0.0
475;20200120_1900;0.0;0.0;0.0
476;20200120_2000;0.0;0.0;0.0
477;20200120_2100;0.0;0.0;0.0
478;20200120_2200;0.0;0.0;0.0
479;20200120_2300;0.0;0.0;0.0
480;20200121_0000;261.7;11.8;11.8
481;20200121_0100;262.3;2.7;2.7
482;20200121_0200;275.6;0.6;0.6
483;20200121_0300;292.0;21.5;21.5
484;20200121_0400;313.0;80.6;80.6
485;20200121_0500;374.1;18.5;18.5
486;20200121_0600;405.5;97.9;97.9
487;20200121_0700;295.9;46.4;46.4
488;20200121_0800;281.9;191.3;191.3
489;20200121_0900;190.1;286.5;309.1
490;20200121_1000;144.6;145.2;418.3
491;20200121_1100;161.9;275.8;275.8
492;20200121_1200;205.7;252.1;252.1
493;20200121_1300;313.5;192.9;192.9
494;20200121_1400;237.2;108.7;108.7
495;20200121_1500;0.0;0.0;0.0
496;20200121_1600;0.0;0.0;0.0
497;20200121_1700;134.7;35.5;35.5
498;20200121_1800;45.1;3.4;3.4
499;20200121_1900;0.0;0.0;0.0
500;20200121_2000;56.6;0.0;0.0
501;20200121_2100;11.6;0.0;0.0
502;20200121_2200;0.0;0.0;0.0
503;20200121_2300;78.2;0.0;0.0
504;20200122_0000;0.0;0.0;0.0
505;20200122_0100;139.0;14.2;14.2
506;20200122_0200;142.2;19.5;19.5
507;20200122_0300;107.7;32.7;32.7
508;20200122_0400;98.5;23.3;23.3
509;20200122_0500;0.0;0.0;0.0
510;20200122_0600;0.0;0.0;0.0
511;20200122_0700;0.3;169.3;251.4
512;20200122_0800;0.0;0.0;716.5
513;20200122_0900;0.0;69.9;781.1
514;20200122_1000;0.0;98.7;775.7
515;20200122_1100;166.8;286.1;343.5
516;20200122_1200;182.4;269.3;269.3
517;20200122_1300;160.2;243.2;243.2
518;20200122_1400;400.2;214.9;214.9
519;20200122_1500;252.9;66.7;66.7
520;20200122_1600;0.0;0.0;0.0
521;20200122_1700;0.0;0.0;0.0
522;20200122_1800;0.0;0.0;0.0
523;20200122_1900;338.5;3.6;3.6
524;20200122_2000;228.4;84.8;84.8
525;20200122_2100;69.7;144.2;144.2
526;20200122_2200;0.0;228.7;228.7
527;20200122_2300;0.0;232.9;251.6
528;20200123_0000;0.0;242.5;283.7
529;20200123_0100;0.0;391.2;413.4
530;20200123_0200;0.0;291.1;291.1
531;20200123_0300;0.0;272.7;328.6
532;20200123_0400;0.0;268.9;331.4
533;20200123_0500;0.0;206.7;326.3
534;20200123_0600;0.0;143.1;344.7
535;20200123_0700;0.0;57.0;625.2
536;20200123_0800;0.0;0.0;748.0
537;20200123_0900;0.0;216.6;783.4
538;20200123_1000;0.0;261.7;738.3
539;20200123_1100;0.0;0.0;279.2
540;20200123_1200;0.0;0.0;248.2
541;20200123_1300;0.0;342.1;657.9
542;20200123_1400;194.1;500.0;500.0
543;20200123_1500;218.6;253.2;253.2
544;20200123_1600;16.2;220.8;220.8
545;20200123_1700;402.0;105.2;105.2
546;20200123_1800;359.1;69.8;69.8
547;20200123_1900;245.8;90.1;90.1
548;20200123_2000;306.8;144.4;144.4
549;20200123_2100;200.9;150.6;150.6
550;20200123_2200;0.0;210.6;210.6
551;20200123_2300;0.0;232.1;259.7
552;20200124_0000;0.0;273.2;273.2
553;20200124_0100;0.0;298.3;298.3
554;20200124_0200;0.0;302.2;302.5
555;20200124_0300;0.0;313.8;313.8
556;20200124_0400;0.0;303.8;303.8
557;20200124_0500;0.0;269.5;269.5
558;20200124_0600;0.0;238.8;238.8
559;20200124_0700;0.0;373.1;373.1
560;20200124_0800;0.0;373.0;421.5
561;20200124_0900;0.0;0.0;769.0
562;20200124_1000;0.0;254.2;745.8
563;20200124_1100;262.1;455.1;544.9
564;20200124_1200;0.0;447.0;526.0
565;20200124_1300;0.0;302.3;697.7
566;20200124_1400;0.0;297.8;675.9
567;20200124_1500;6.8;6.8;290.6
568;20200124_1600;0.0;213.9;213.9
569;20200124_1700;333.5;190.9;190.9
570;20200124_1800;292.8;185.4;185.4
571;20200124_1900;0.0;200.7;200.7
572;20200124_2000;0.0;202.0;202.0
573;20200124_2100;0.0;209.5;209.5
574;20200124_2200;0.0;213.7;213.7
575;20200124_2300;0.0;248.3;248.3
576;20200125_0000;0.0;257.7;257.7
577;20200125_0100;0.0;305.8;305.8
578;20200125_0200;0.0;296.9;296.9
579;20200125_0300;346.2;306.1;306.1
580;20200125_0400;0.0;325.7;325.7
581;20200125_0500;0.0;275.4;275.4
582;20200125_0600;0.0;226.9;272.2
583;20200125_0700;0.0;11.1;739.1
584;20200125_0800;0.0;165.7;834.3
585;20200125_0900;0.0;213.0;787.0
586;20200125_1000;0.0;0.0;325.8
587;20200125_1100;0.0;0.0;728.4
588;20200125_1200;0.0;0.0;700.5
589;20200125_1300;0.0;0.0;0.0
590;20200125_1400;0.0;0.0;714.4
591;20200125_1500;0.0;300.9;699.1
592;20200125_1600;0.0;247.8;290.7
593;20200125_1700;0.0;250.5;250.5
594;20200125_1800;0.0;194.4;224.5
595;20200125_1900;0.0;197.2;197.2
596;20200125_2000;0.0;198.6;201.9
597;20200125_2100;0.0;199.2;230.9
598;20200125_2200;0.0;202.2;279.1
599;20200125_2300;0.0;232.6;252.3
600;20200126_0000;0.0;275.8;280.0
601;20200126_0100;0.0;279.6;333.2
602;20200126_0200;0.0;185.1;463.3
603;20200126_0300;0.0;180.3;469.6
604;20200126_0400;0.0;206.6;437.8
605;20200126_0500;0.0;246.7;381.0
606;20200126_0600;0.0;300.3;320.8
607;20200126_0700;0.0;343.2;656.8
608;20200126_0800;292.5;274.7;274.7
609;20200126_0900;24.4;270.9;592.8
610;20200126_1000;264.2;500.0;500.0
611;20200126_1100;65.0;465.6;534.4
612;20200126_1200;384.9;159.5;159.5
613;20200126_1300;398.0;204.1;204.1
614;20200126_1400;100.8;478.0;522.0
615;20200126_1500;0.0;381.1;618.9
616;20200126_1600;233.8;217.1;217.1
617;20200126_1700;0.0;0.0;0.0
618;20200126_1800;249.9;38.5;38.5
619;20200126_1900;78.8;78.8;170.0
620;20200126_2000;30.6;165.8;247.7
621;20200126_2100;0.0;185.6;241.2
622;20200126_2200;0.0;194.1;272.5
623;20200126_2300;0.0;240.9;275.4
624;20200127_0000;0.0;276.3;309.0
625;20200127_0100;0.0;242.1;401.7
626;20200127_0200;0.0;227.4;433.0
627;20200127_0300;0.0;313.1;333.4
628;20200127_0400;0.0;298.1;324.2
629;20200127_0500;0.0;181.8;313.7
630;20200127_0600;0.0;205.3;296.2
631;20200127_0700;0.0;0.0;660.5
632;20200127_0800;0.0;178.4;821.6
633;20200127_0900;0.0;225.3;774.7
634;20200127_1000;0.0;259.7;740.3
635;20200127_1100;0.0;115.4;725.3
636;20200127_1200;0.0;346.8;534.8
637;20200127_1300;0.0;354.3;549.0
638;20200127_1400;0.0;286.0;714.0
639;20200127_1500;0.0;0.0;706.3
640;20200127_1600;0.0;160.7;212.5
641;20200127_1700;73.6;169.4;169.4
642;20200127_1800;65.5;162.2;162.2
643;20200127_1900;0.0;198.3;198.3
644;20200127_2000;0.0;200.8;200.8
645;20200127_2100;0.0;189.5;230.6
646;20200127_2200;0.0;181.4;244.6
647;20200127_2300;0.0;238.3;246.1
648;20200128_0000;0.0;235.8;300.3
649;20200128_0100;0.0;154.5;471.4
650;20200128_0200;0.0;124.7;519.0
651;20200128_0300;0.0;132.4;521.9
652;20200128_0400;0.0;210.0;436.1
653;20200128_0500;0.0;267.7;333.0
654;20200128_0600;0.0;147.3;349.6
655;20200128_0700;0.0;0.0;668.0
656;20200128_0800;0.0;0.0;777.8
657;20200128_0900;4.3;217.1;618.2
658;20200128_1000;285.0;166.3;166.3
659;20200128_1100;229.4;157.7;157.7
660;20200128_1200;324.3;300.9;300.9
661;20200128_1300;109.8;474.2;525.8
662;20200128_1400;355.2;237.8;237.8
663;20200128_1500;0.0;353.5;353.5
664;20200128_1600;324.5;164.0;164.0
