;time;be_de;be_fr;de_fr
3031;20200506_0700;0.0;0.0;0.0
3032;20200506_0800;0.0;0.0;0.0
3033;20200506_0900;28.4;8.5;12.0
3034;20200506_1000;43.3;13.0;18.5
3035;20200506_1100;142.9;42.8;61.2
3036;20200506_1200;111.0;31.6;44.2
3037;20200506_1300;245.4;85.1;121.1
3038;20200506_1400;229.1;134.0;134.0
3039;20200506_1500;244.2;110.9;154.6
3040;20200506_1600;254.8;126.8;175.1
3041;20200506_1700;295.0;179.8;238.5
3042;20200506_1800;228.2;237.2;341.9
3043;20200506_1900;289.7;253.2;305.6
3044;20200506_2000;287.4;274.0;334.7
3045;20200506_2100;374.9;148.9;195.5
3046;20200506_2200;359.9;85.0;109.3
3047;20200506_2300;186.8;38.5;48.5
3048;20200507_0000;0.0;0.0;0.0
3049;20200507_0100;0.0;0.0;0.0
3050;20200507_0200;0.0;0.0;0.0
3051;20200507_0300;77.1;14.1;17.2
3052;20200507_0400;341.5;62.1;75.9
3053;20200507_0500;386.6;84.7;104.0
3054;20200507_0600;0.0;0.0;0.0
3055;20200507_0700;0.0;0.0;0.0
3056;20200507_0800;0.0;0.0;0.0
3057;20200507_0900;0.0;0.0;0.0
3058;20200507_1000;90.6;0.9;0.9
3059;20200507_1100;0.0;0.0;0.0
3060;20200507_1200;339.1;48.4;48.4
3061;20200507_1300;295.7;86.1;86.1
3062;20200507_1400;241.1;103.2;155.1
3063;20200507_1500;172.5;67.2;110.0
3064;20200507_1600;221.3;104.2;161.8
3065;20200507_1700;257.1;352.7;352.7
3066;20200507_1800;219.9;345.2;345.2
3067;20200507_1900;334.6;309.4;310.6
3068;20200507_2000;261.6;216.7;251.0
3069;20200507_2100;251.4;199.3;298.7
3070;20200507_2200;388.0;289.4;289.4
3071;20200507_2300;339.4;288.2;399.8
3072;20200508_0000;445.6;339.0;339.0
3073;20200508_0100;361.3;481.1;481.1
3074;20200508_0200;356.4;494.4;494.4
3075;20200508_0300;328.8;443.9;443.9
3076;20200508_0400;326.1;500.0;500.0
3077;20200508_0500;319.7;500.0;500.0
3078;20200508_0600;232.9;409.2;565.9
3079;20200508_0700;261.4;363.3;431.2
3080;20200508_0800;321.0;358.3;395.8
3081;20200508_0900;317.6;331.0;367.4
3082;20200508_1000;293.7;334.4;374.1
3083;20200508_1100;275.5;341.7;383.7
3084;20200508_1200;253.3;277.3;304.7
3085;20200508_1300;238.1;255.3;291.9
3086;20200508_1400;258.5;249.0;294.1
3087;20200508_1500;222.6;300.3;382.3
3088;20200508_1600;251.3;442.6;541.4
3089;20200508_1700;281.8;479.9;520.1
3090;20200508_1800;199.9;396.8;603.2
3091;20200508_1900;277.9;455.2;544.8
3092;20200508_2000;235.1;357.9;642.0
3093;20200508_2100;257.9;394.3;605.6
3094;20200508_2200;309.5;482.8;517.1
3095;20200508_2300;385.7;489.2;489.2
3096;20200509_0000;378.0;447.6;447.6
3097;20200509_0100;367.0;445.7;445.7
3098;20200509_0200;369.8;455.6;455.6
3099;20200509_0300;365.3;473.1;473.1
3100;20200509_0400;353.0;500.0;500.0
3101;20200509_0500;335.5;453.7;468.6
3102;20200509_0600;451.3;257.8;257.8
3103;20200509_0700;522.7;151.2;151.2
3104;20200509_0800;461.2;144.5;144.5
3105;20200509_0900;409.5;102.7;102.7
3106;20200509_1000;409.7;87.0;87.0
3107;20200509_1100;326.6;272.4;272.4
3108;20200509_1200;0.0;0.0;0.0
3109;20200509_1300;717.2;0.0;0.0
3110;20200509_1400;692.9;0.0;0.0
3111;20200509_1500;0.0;0.0;0.0
